OGF lib ID,OGF Sample ID,Sample name,Lib type,Average fragment size (bp)
4339-01-25-01,4339-01,Pilot mitogenome sequencing of the intertidal sea snail Micrelenchus,Thruplex DNA-seq 96D,536
